优惠类型,商品编号,首次观测,商品名称,适用性别,季节,初上市价,当前最低价,当前最高价,优惠幅度,优惠开始,优惠结束,有货,商品链接
超值精选,481638,2026-09-14,时尚太阳镜/复古波士顿,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069855
超值精选,481641,2026-09-14,时尚太阳镜/金属双桥,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069843
超值精选,481642,2026-09-14,时尚太阳镜/金属飞行员,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070672
超值精选,481645,2026-09-14,时尚太阳镜/平顶,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069821
超值精选,481647,2026-09-14,时尚太阳镜/双桥,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069841
超值精选,482295,2026-09-14,AIRism宽松圆领T恤/5分袖,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075497
超值精选,482295,2026-09-14,AIRism宽松圆领T恤/5分袖,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074340
超值精选,482747,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-29 08:00,2026-06-04 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068858
超值精选,482750,2026-09-14,UT 泰特美术馆系列印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069515
超值精选,482751,2026-09-14,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066898
超值精选,482752,2026-09-14,UT NY POP ART印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066696
超值精选,482754,2026-09-14,UT Yu Nagaba印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066890
超值精选,482757,2026-09-14,UT Mario Movie印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-15 00:00,2026-05-21 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071518
超值精选,482770,2026-09-14,UT ONE PIECE/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072761
超值精选,482781,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067114
超值精选,482805,2026-09-14,UT Elliott Erwitt印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068514
超值精选,482806,2026-09-14,UT Dragon Quest印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-29 08:00,2026-06-04 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071133
超值精选,483271,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067133
超值精选,483744,2026-09-14,UT Dragon Quest印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-29 08:00,2026-06-04 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071155
超值精选,483745,2026-09-14,UT The Brands Sweets印花T恤/短袖,男装,2026年夏季,99,59,59,40.4%,2026-05-15 00:00,2026-05-21 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066382
超值精选,484261,2026-09-14,UT TOYOTA印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070673
超值精选,484508,2026-09-15,AIRism棉混纺宽松条纹T恤/5分袖,男装,2026年夏季,99,59,59,40.4%,2026-05-15 00:00,2026-05-24 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070775
超值精选,484778,2026-09-14,漫画UT集英社创立100周年UT短袖T恤全职猎人,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070418
超值精选,484779,2026-09-14,漫画UT集英社创立100周年UT短袖T恤全职猎人,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070421
超值精选,484908,2026-09-14,UT Yu Nagaba印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066913
超值精选,484909,2026-09-14,UT Yu Nagaba印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066895
超值精选,484934,2026-09-14,时尚太阳镜/棱角猫眼,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069838
超值精选,484935,2026-09-14,时尚太阳镜/运动风方形,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069837
超值精选,485033,2026-09-14,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066882
超值精选,485034,2026-09-14,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-06-12 00:00,2026-06-21 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066886
超值精选,485038,2026-09-14,UT Yu Nagaba印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066897
超值精选,485043,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067113
超值精选,485044,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067134
超值精选,485045,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067135
超值精选,485058,2026-09-14,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-06-12 00:00,2026-06-21 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070033
超值精选,485059,2026-09-14,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-06-12 00:00,2026-06-21 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070013
超值精选,485062,2026-09-14,UT NY POP ART印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066716
超值精选,485182,2026-09-14,UT The Brands Sweets印花T恤/短袖,男装,2026年夏季,99,59,59,40.4%,2026-05-15 00:00,2026-05-21 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066384
超值精选,485253,2026-09-14,UT ZOOTOPIA印花短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067475
超值精选,485465,2026-09-14,UT Elliott Erwitt印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068516
超值精选,485466,2026-09-14,UT Elliott Erwitt印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068494
超值精选,485467,2026-09-14,UT Elliott Erwitt印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068515
超值精选,485468,2026-09-14,UT Dragon Quest印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-29 08:00,2026-06-04 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071158
超值精选,485480,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071160
超值精选,485741,2026-09-14,UT TOYOTA印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070692
超值精选,485742,2026-09-14,UT TOYOTA印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070674
超值精选,485743,2026-09-14,UT TOYOTA印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070675
超值精选,486132,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-29 08:00,2026-06-04 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068859
超值精选,486154,2026-09-14,UT 泰特美术馆系列印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069518
超值精选,486160,2026-09-14,UT Mario Movie印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-15 00:00,2026-05-21 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071499
超值精选,486162,2026-09-14,UT Mario Movie印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-15 00:00,2026-05-21 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071496
超值精选,487463,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-05-29 08:00,2026-06-04 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068833
超值精选,487465,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072399
超值精选,487556,2026-09-14,漫画UT集英社创立100周年UT短袖T恤全职猎人,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070435
超值精选,487557,2026-09-14,漫画UT集英社创立100周年UT短袖T恤幽游白书,男装,2026年夏季,99,59,59,40.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070415
超值精选,487558,2026-09-14,漫画UT集英社创立100周年UT短袖T恤幽游白书,男装,2026年夏季,99,59,59,40.4%,2026-05-29 08:00,2026-06-04 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070419
超值精选,487559,2026-09-14,漫画UT集英社创立100周年UT短袖T恤咒术回战,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070420
超值精选,487560,2026-09-14,漫画UT集英社创立100周年UT短袖T恤咒术回战,男装,2026年夏季,99,59,59,40.4%,2026-05-29 08:00,2026-06-04 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070422
超值精选,487563,2026-09-14,漫画UT集英社创立100周年UT短袖T恤王者天下,男装,2026年夏季,99,59,59,40.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070432
超值精选,487571,2026-09-14,漫画UT集英社创立100周年UT短袖T恤足球小将,男装,2026年夏季,99,59,59,40.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070412
超值精选,487572,2026-09-14,漫画UT集英社创立100周年UT短袖T恤圣斗士星矢,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070416
超值精选,487573,2026-09-14,漫画UT集英社创立100周年UT短袖T恤筋肉人,男装,2026年夏季,99,59,59,40.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070434
超值精选,487807,2026-09-14,UT MAGIC FOR ALL印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068852
超值精选,488131,2026-09-14,UT Disney x F1®印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071501
超值精选,488246,2026-09-14,UT ONE PIECE/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072746
超值精选,488247,2026-09-14,UT ONE PIECE/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072745
超值精选,488248,2026-09-14,UT ONE PIECE/短袖T恤,男装,2026年夏季,99,59,59,40.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072763
超值精选,489071,2026-09-14,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-17 08:00,2026-07-23 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072743
超值精选,489148,2026-09-14,UT Disney x F1®印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000073556
超值精选,489149,2026-09-14,UT Disney x F1®印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071502
超值精选,489150,2026-09-14,UT Disney x F1®印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071522
超值精选,489151,2026-09-14,UT Disney x F1®印花T恤/短袖T恤,男装,2026年夏季,99,59,59,40.4%,2026-07-03 08:00,2026-07-09 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000073557
超值精选,482928,2026-09-14,高弹力长裤/休闲裤裤子,男装,2026年夏季,249,149,149,40.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075583
超值精选,482929,2026-09-14,高弹力长裤/加长款,男装,2026年夏季,249,149,149,40.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075584
超值精选,484398,2026-09-14,弹力快干运动茄克,男装,2026年春季,249,149,149,40.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071534
超值精选,484399,2026-09-14,弹力快干运动长裤,男装,2026年春季,249,149,149,40.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071532
超值精选,478273,2026-09-14,高级轻型羽绒茄克便携立领外套夹克防静电防泼水,男装,2025年冬季,499,299,299,40.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070979
超值精选,469980,2026-09-14,HEATTECH EXTRA WARM棉混纺圆领T恤/9分袖保暖衣,男装,2024年冬季,129,79,79,38.8%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066944
超值精选,469980,2026-09-14,HEATTECH EXTRA WARM棉混纺圆领T恤/9分袖保暖衣,男装,2024年冬季,129,79,79,38.8%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071235
超值精选,481441,2026-09-16,HEATTECH EXTRA WARM混纺圆领T恤9分袖9%羊绒,男装,2025年冬季,129,79,79,38.8%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070999
超值精选,483927,2026-09-14,高弹力舒适短裤,男装,2026年夏季,129,79,79,38.8%,2026-07-30 08:00,2026-08-06 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071056
超值精选,475386,2026-09-15,速干高弹力运动短裤DRY-EX裤子超弹,男装,2025年夏季,149,99,99,33.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076330
超值精选,482317,2026-09-15,高弹力运动短裤/DRY-EX速干,男装,2026年夏季,149,99,99,33.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076329
超值精选,478231,2026-09-14,防风连帽外套/夹克户外休闲,男装,2025年秋季,449,299,299,33.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000062935
超值精选,482213,2026-09-14,防风连帽外套,男装,2026年春季,449,299,299,33.4%,2026-04-30 00:00,2026-05-07 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067593
超值精选,484610,2026-09-14,哈灵顿茄克/外套夹克,男装,2026年春季,449,299,299,33.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074778
超值精选,478276,2026-09-14,高级轻型羽绒便携式背心休闲羽绒马甲防静电防泼水,男装,2025年冬季,299,199,199,33.4%,2026-02-06 00:00,2026-02-12 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000064819
超值精选,480950,2026-09-14,高级轻型羽绒便携式背心弧形压线外套羽绒服马甲防静电防泼水,男装,2025年冬季,299,199,199,33.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071476
超值精选,481182,2026-09-14,防风摇粒绒拉链连帽开衫/长袖外套,男装,2025年冬季,299,199,199,33.4%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000065561
超值精选,482918,2026-09-15,弹力休闲长裤,男装,2026年春季,299,199,199,33.4%,2026-08-21 08:00,2026-08-27 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067935
超值精选,483109,2026-09-15,弹力休闲长裤/休闲裤工装裤子加长款,男装,2025年秋季,299,199,199,33.4%,2026-08-21 08:00,2026-08-27 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000064983
超值精选,479512,2026-09-14,袜子,男装,2025年秋季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075346
超值精选,482608,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074788
超值精选,482609,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074783
超值精选,482610,2026-09-15,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076342
超值精选,482616,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067793
超值精选,482620,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069095
超值精选,482622,2026-09-15,短袜,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067595
超值精选,482623,2026-09-15,短袜,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076343
超值精选,482624,2026-09-14,短袜,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074786
超值精选,482628,2026-09-15,短袜,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067613
超值精选,482629,2026-09-14,短袜,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067798
超值精选,482629,2026-09-14,短袜,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074785
超值精选,482633,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068381
超值精选,482636,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074800
超值精选,482637,2026-09-15,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067592
超值精选,482638,2026-09-15,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076319
超值精选,485002,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068395
超值精选,485003,2026-09-15,短袜,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068392
超值精选,485006,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069100
超值精选,489014,2026-09-14,袜子,男装,2026年春季,27,19,19,29.6%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000073200
超值精选,476326,2026-09-14,平脚短裤/条纹男士普通腰内裤阿罗裤,男装,2025年春季,40,29,29,27.5%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000058973
超值精选,482590,2026-09-14,平脚短裤/格子内裤,男装,2026年春季,40,29,29,27.5%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074999
超值精选,482591,2026-09-14,平脚短裤/格子内裤,男装,2026年春季,40,29,29,27.5%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069097
超值精选,482593,2026-09-14,平脚短裤/印花内裤,男装,2026年春季,40,29,29,27.5%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069102
超值精选,482597,2026-09-14,针织短裤/普通腰条纹内裤,男装,2026年春季,40,29,29,27.5%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075498
超值精选,482598,2026-09-14,针织短裤/普通腰腰部条纹内裤,男装,2026年春季,40,29,29,27.5%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068396
超值精选,483996,2026-09-14,平脚短裤/印花内裤,男装,2026年春季,40,29,29,27.5%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069152
超值精选,487650,2026-09-14,针织短裤/普通腰男士内裤,男装,2026年春季,40,29,29,27.5%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070238
限时特优,482510,2026-09-14,AIRism V领T恤/短袖,男装,2026年夏季,79,59,59,25.3%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069713
限时特优,482514,2026-09-14,AIRism圆领T恤/短袖,男装,2026年夏季,79,59,59,25.3%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069053
限时特优,482527,2026-09-14,AIRism网眼背心,男装,2026年夏季,79,59,59,25.3%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069472
超值精选,482536,2026-09-14,AIRism针织短裤内裤,男装,2026年夏季,79,59,59,25.3%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075318
限时特优,487607,2026-09-14,AIRism网眼圆领T恤/短袖,男装,2026年夏季,79,59,59,25.3%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069834
超值精选,478275,2026-09-14,高级轻型羽绒便携式茄克/休闲夹克外套羽绒服防静电防泼水,男装,2025年冬季,399,299,299,25.1%,2026-02-06 00:00,2026-02-12 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000062073
超值精选,480949,2026-09-14,高级轻型羽绒便携式茄克/弧形压线外套夹克,男装,2025年冬季,399,299,299,25.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071475
超值精选,479235,2026-09-14,souffle yarn舒芙蕾圆领针织衫/长袖舒芙蕾毛衣毛衫,男装,2025年冬季,199,149,149,25.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000065213
超值精选,479797,2026-09-14,卫衣/长袖运动衫圆领休闲纯色,男装,2025年秋季,199,149,149,25.1%,2026-03-20 08:00,2026-03-26 23:29,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000063381
超值精选,479797,2026-09-14,卫衣/长袖,男装,2025年秋季,199,149,149,25.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072033
限时特优,479996,2026-09-14,牛津纺宽松衬衫/长袖衬衣,男装,2025年秋季,199,149,149,25.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000064725
超值精选,481568,2026-09-14,弹力棉质舒适九分裤/休闲裤,男装,2026年春季,199,149,149,25.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075578
超值精选,481569,2026-09-14,弹力棉混纺舒适九分裤/牛仔休闲裤/起居裤,男装,2026年春季,199,149,149,25.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075581
超值精选,482308,2026-09-14,卫衣/长袖,男装,2026年春季,199,149,149,25.1%,2026-03-20 08:00,2026-03-26 23:29,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067415
超值精选,482308,2026-09-14,卫衣/长袖,男装,2026年春季,199,149,149,25.1%,2026-03-20 08:00,2026-03-26 23:29,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071672
限时特优,484244,2026-09-14,牛津纺宽松衬衫/长袖,男装,2026年春季,199,149,149,25.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068433
超值精选,484337,2026-09-14,卫衣/长袖运动衫,男装,2025年秋季,199,149,149,25.1%,2026-03-20 08:00,2026-03-26 23:29,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066655
限时特优,488796,2026-09-14,牛津纺宽松衬衫/长袖,男装,2026年秋季,199,149,149,25.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074598
限时特优,488797,2026-09-14,牛津纺宽松条纹衬衫/长袖,男装,2026年秋季,199,149,149,25.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074599
