优惠类型,商品编号,首次观测,商品名称,适用性别,季节,初上市价,当前最低价,当前最高价,优惠幅度,优惠开始,优惠结束,有货,商品链接
限时特优,488798,2026-09-14,牛津纺宽松条纹衬衫/长袖,男装,2026年秋季,199,149,149,25.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074581
超值精选,485339,2026-09-14,高性能复合飞行员茄克,男装,2025年冬季,799,599,599,25.0%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068554
超值精选,482260,2026-09-15,麻混纺舒适短裤,男装,2026年夏季,129,99,99,23.3%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076336
限时特优,475355,2026-09-14,AIRism宽松圆领T恤五分袖大师T短袖,男装,2025年夏季,99,79,79,20.2%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071632
超值精选,475742,2026-09-15,UT Pokémon印花短袖T恤宝可梦皮卡丘,男装,2025年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000063591
超值精选,480857,2026-09-15,UT Pokémon印花短袖T恤宝可梦菊石兽,男装,2025年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000063599
超值精选,480858,2026-09-15,UT Pokémon印花短袖T恤宝可梦呆呆兽,男装,2025年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000063585
超值精选,480859,2026-09-15,UT Pokémon印花短袖T恤宝可梦鲤鱼王,男装,2025年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000063598
超值精选,480860,2026-09-15,UT Pokémon印花短袖T恤宝可梦超级沙奈朵,男装,2025年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000063614
超值精选,481571,2026-09-15,水洗全棉舒适短裤,男装,2026年春季,99,79,79,20.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076344
超值精选,481586,2026-09-14,弹力舒适短裤,男装,2026年夏季,99,79,79,20.2%,2026-07-30 08:00,2026-08-06 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070453
限时特优,482295,2026-09-14,AIRism宽松圆领T恤/5分袖,男装,2026年夏季,99,79,79,20.2%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068338
超值精选,482299,2026-09-15,DRY-EX速干T恤/短袖,男装,2026年夏季,99,79,79,20.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076324
超值精选,482754,2026-09-15,UT Yu Nagaba印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076320
限时特优,482760,2026-09-14,AIRism棉混纺无袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069692
超值精选,482760,2026-09-14,AIRism棉混纺无袖T恤,男装,2026年夏季,99,79,79,20.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076159
限时特优,482779,2026-09-14,DRY-EX速干T恤/短袖,男装,2026年夏季,99,79,79,20.2%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000073439
超值精选,484765,2026-09-15,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072744
超值精选,484766,2026-09-15,UT NY POP ART印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-07-30 08:00,2026-08-06 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070964
超值精选,484908,2026-09-15,UT Yu Nagaba印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076327
超值精选,484909,2026-09-15,UT Yu Nagaba印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076328
超值精选,485035,2026-09-15,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066912
超值精选,485038,2026-09-15,UT Yu Nagaba印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000076316
超值精选,485065,2026-09-15,UT NY POP ART印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-07-30 08:00,2026-08-06 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066693
超值精选,489013,2026-09-15,DRY-EX速干T恤/短袖拼色,男装,2026年夏季,99,79,79,20.2%,2026-08-18 08:00,2026-08-27 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072212
超值精选,489070,2026-09-15,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072762
超值精选,489072,2026-09-15,UT PEANUTS印花T恤/短袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072764
超值精选,492127,2026-09-15,UT PEANUTS/短袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075264
超值精选,492128,2026-09-15,UT PEANUTS/短袖T恤,男装,2026年夏季,99,79,79,20.2%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000075296
超值精选,492880,2026-09-14,宽松条纹T恤/5分袖,男装,2026年夏季,99,79,79,20.2%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000073840
超值精选,479863,2026-09-14,针织摇粒绒拉链茄克/长袖外套夹克,男装,2025年冬季,249,199,199,20.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000065588
超值精选,480023,2026-09-14,souffle yarn舒芙蕾针织开衫/长袖舒芙蕾毛衣毛衫,男装,2025年冬季,249,199,199,20.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000065216
限时特优,482920,2026-09-14,麻混纺休闲裤,男装,2026年夏季,249,199,199,20.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070456
限时特优,482928,2026-09-14,高弹力长裤/休闲裤裤子,男装,2026年夏季,249,199,199,20.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066593
限时特优,482929,2026-09-14,高弹力长裤/加长款,男装,2026年夏季,249,199,199,20.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070954
限时特优,470551,2026-09-14,易打理快干弹力轻型长裤/休闲裤通勤仿毛料款,男装,2025年夏季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000060051
限时特优,470566,2026-09-14,易打理快干弹力轻型长裤/休闲裤通勤仿棉质款,男装,2025年夏季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000060052
限时特优,479816,2026-09-14,直筒牛仔裤/水洗产品合作款系列,男装,2025年秋季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000064943
限时特优,482210,2026-09-14,便携式防紫外线连帽外套,男装, 2026年春季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070234
限时特优,482860,2026-09-14,直筒牛仔裤/水洗产品,男装,2026年春季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000072556
限时特优,482860,2026-09-14,直筒牛仔裤/水洗产品,男装,2026年春季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000071673
限时特优,482868,2026-09-14,宽松廓形牛仔裤/水洗产品牛仔弯刀裤,男装,2026年春季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000068876
限时特优,482890,2026-09-14,易打理快干弹力轻型长裤/加长款,男装,2026年夏季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070537
限时特优,482891,2026-09-14,易打理快干弹力轻型长裤,男装,2026年夏季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069915
限时特优,482903,2026-09-14,易打理快干弹力轻型长裤/加长款,男装,2026年夏季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000070538
限时特优,482904,2026-09-14,易打理快干弹力轻型长裤,男装,2026年夏季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069913
限时特优,485630,2026-09-14,宽松廓形牛仔裤/水洗产品加长款,男装,2026年秋季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074719
限时特优,485737,2026-09-14,直筒牛仔裤/水洗产品,男装,2026年春季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069636
限时特优,487206,2026-09-14,直筒牛仔裤/水洗产品,男装,2026年秋季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074516
限时特优,487742,2026-09-14,直筒牛仔裤/水洗产品,男装,2026年春季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000069115
限时特优,488684,2026-09-14,直筒牛仔裤/水洗产品,男装,2026年秋季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074696
限时特优,488685,2026-09-14,直筒牛仔裤/水洗产品加长款,男装,2026年秋季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074497
限时特优,488686,2026-09-14,直筒牛仔裤/水洗产品加长款,男装,2026年秋季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074499
限时特优,489367,2026-09-14,直筒牛仔裤/水洗产品,男装,2026年秋季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074587
限时特优,489368,2026-09-14,直筒牛仔裤/水洗产品加长款,男装,2026年秋季,299,249,249,16.7%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000074579
超值精选,475353,2026-09-14,华夫格亨利领套头衫长袖T恤纯色休闲,男装,2025年春季,149,129,129,13.4%,2026-09-04 08:00,2026-09-10 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000058411
超值精选,478279,2026-09-14,无缝羽绒连帽外套夹克羽绒服,男装,2025年冬季,899,799,799,11.1%,,,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066378
限时特优,484610,2026-09-14,哈灵顿茄克/外套夹克,男装,2026年春季,449,399,399,11.1%,2026-09-11 08:00,2026-09-16 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000067702
超值精选,471525,2026-09-14,HEATTECH EXTRA WARM棉混纺紧身裤/保暖衣秋裤内衣,男装,2024年冬季,129,129,129,,2026-03-06 08:00,2026-03-12 23:59,是,https://www.uniqlo.cn/product-detail.html?productCode=u0000000066942
